,id,scheduled_ts,pickup_ts,dropoff_ts,requested_ts,special_assistance,organization_id,ride_type,status,estimated_miles,fare,discount,route_id
60689,794807,2022-04-11 13:30:00,2022-04-11 13:33:51,2022-04-11 13:48:51,2022-03-15 17:55:43,False,37,Ready By,Completed,4.1,14.0,0.0,148768
66303,772454,2022-04-11 23:00:00,2022-04-11 23:07:56,2022-04-11 23:20:46,2022-02-25 18:51:51,True,37,Ready By,Completed,3.0,11.07,1.11,148771
60688,720910,2022-04-09 13:30:00,2022-04-09 13:41:16,2022-04-09 14:00:13,2022-01-08 16:43:55,False,37,Ready By,Completed,2.5,6.79,1.22,148777
66872,796284,2022-03-30 12:00:00,2022-03-30 11:33:24,2022-03-30 12:01:08,2022-03-18 13:12:27,True,2,Arrive By,Completed,5.9,8.25,1.49,148819
64333,703754,2022-03-30 12:00:00,2022-03-30 10:48:41,2022-03-30 12:14:18,2022-01-02 20:11:35,False,2,Arrive By,Completed,16.0,10.09,2.02,148820
6272,699638,2022-03-30 12:00:00,2022-03-30 11:46:16,2022-03-30 12:03:28,2022-01-01 19:48:30,False,2,Arrive By,Completed,1.0,5.44,1.09,148822
60686,701892,2022-03-30 12:00:00,2022-03-30 11:21:17,2022-03-30 12:19:46,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,148823
60682,772292,2022-03-30 13:45:00,2022-03-30 13:04:44,2022-03-30 13:52:41,2022-02-25 18:47:31,False,2,Arrive By,Completed,9.7,6.6,1.32,148825
60676,768812,2022-03-30 13:45:00,2022-03-30 13:22:02,2022-03-30 14:01:16,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,148826
6269,778075,2022-03-30 13:45:00,2022-03-30 13:38:05,2022-03-30 14:09:12,2022-03-06 15:50:13,False,2,Arrive By,Completed,6.4,11.76,1.53,148827
60669,701733,2022-03-30 13:45:00,2022-03-30 12:52:24,2022-03-30 14:04:00,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,148828
66668,703831,2022-03-30 18:00:00,2022-03-30 18:06:15,2022-03-30 18:54:05,2022-01-02 20:11:37,False,2,Ready By,Completed,16.0,10.09,2.02,148829
6263,796328,2022-03-30 18:00:00,2022-03-30 18:10:41,2022-03-30 18:26:23,2022-03-18 13:12:29,True,2,Ready By,Completed,5.9,8.25,1.49,148830
6260,699716,2022-03-30 18:00:00,2022-03-30 18:21:11,2022-03-30 18:46:22,2022-01-01 19:48:32,False,2,Ready By,Completed,1.0,5.44,1.09,148831
60665,701108,2022-03-30 18:00:00,2022-03-30 18:07:35,2022-03-30 18:47:44,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,148832
6256,768867,2022-03-30 19:30:00,2022-03-30 19:41:41,2022-03-30 20:17:37,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,148846
6241,701810,2022-03-30 19:30:00,2022-03-30 19:45:18,2022-03-30 21:04:34,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,148848
6232,778092,2022-03-30 19:30:00,2022-03-30 21:11:23,2022-03-30 21:13:06,2022-03-06 15:50:15,False,2,Ready By,Completed,6.4,11.76,1.53,148906
66301,705798,2022-03-30 19:30:00,2022-03-30 19:53:40,2022-03-30 20:39:40,2022-01-03 17:17:47,False,2,Ready By,Completed,5.9,8.25,1.49,148908
6207,810112,2022-04-01 01:00:00,2022-04-01 01:06:13,2022-04-01 01:42:35,2022-03-31 13:43:32,False,221,Ready By,Completed,15.6,10.09,2.02,148919
6175,810113,2022-04-02 01:00:00,2022-04-02 01:07:39,2022-04-02 01:43:35,2022-03-31 13:43:32,False,221,Ready By,Completed,15.6,10.09,2.02,148938
6108,786680,2022-03-30 01:00:00,2022-03-30 01:11:34,2022-03-30 01:43:30,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,149147
6074,787643,2022-03-30 01:00:00,2022-03-30 01:12:53,2022-03-30 01:42:28,2022-03-14 14:21:11,False,221,Ready By,Completed,12.2,7.76,1.55,149149
6017,793565,2022-03-30 10:00:00,2022-03-30 09:59:48,2022-03-30 10:36:15,2022-03-14 18:15:44,False,221,Ready By,Completed,15.6,10.09,2.02,149201
65649,733127,2022-03-31 11:30:00,2022-03-31 11:45:27,2022-03-31 11:45:48,2022-01-11 19:48:17,False,45,Ready By,Completed,0.9,0.0,0.0,149233
66296,733049,2022-04-01 20:30:00,2022-04-01 20:35:25,2022-04-01 20:42:29,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,149238
65646,704370,2022-03-31 12:00:00,2022-03-31 11:05:14,2022-03-31 12:04:32,2022-01-02 20:16:36,True,2,Arrive By,Completed,15.6,10.09,2.02,149248
6000,809584,2022-04-03 20:00:00,2022-04-03 20:04:06,2022-04-03 20:41:58,2022-03-31 13:21:43,False,221,Ready By,Completed,15.6,10.09,2.02,149256
60661,810021,2022-04-02 10:30:00,2022-04-02 10:34:04,2022-04-02 11:04:57,2022-03-31 13:34:35,False,221,Ready By,Completed,14.5,7.76,1.55,149257
5991,786593,2022-04-08 16:55:00,2022-04-08 17:03:25,2022-04-08 17:33:54,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,149263
5973,805762,2022-04-09 02:30:00,2022-04-09 02:41:54,2022-04-09 03:14:10,2022-03-30 00:36:34,False,221,Ready By,Completed,13.4,7.76,1.55,149264
60651,803748,2022-04-08 05:30:00,2022-04-08 05:35:24,2022-04-08 06:28:06,2022-03-29 02:32:45,False,221,Ready By,Completed,19.1,10.09,2.02,149265
5969,783932,2022-04-08 09:00:00,2022-04-08 09:10:15,2022-04-08 09:44:02,2022-03-14 13:27:33,False,221,Ready By,Completed,15.6,10.09,2.02,149266
5960,805674,2022-04-08 16:30:00,2022-04-08 16:28:45,2022-04-08 17:34:24,2022-03-30 00:36:30,False,221,Ready By,Completed,13.4,7.76,1.55,149267
5953,784027,2022-04-08 18:00:00,2022-04-08 18:04:51,2022-04-08 18:42:08,2022-03-14 13:27:36,False,221,Ready By,Completed,15.6,10.09,2.02,149268
5948,786688,2022-04-09 02:30:00,2022-04-09 02:39:58,2022-04-09 03:11:18,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,149270
5933,805937,2022-04-08 02:30:00,2022-04-08 02:41:31,2022-04-08 03:51:16,2022-03-30 00:38:45,False,221,Ready By,Completed,17.1,10.09,2.02,149272
5927,786592,2022-04-07 16:55:00,2022-04-07 17:20:50,2022-04-07 17:56:29,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,149274
5913,803835,2022-04-07 17:15:00,2022-04-07 17:10:08,2022-04-07 18:23:43,2022-03-29 02:33:07,False,221,Ready By,Completed,19.1,10.09,2.02,149275
66666,788851,2022-04-07 05:30:00,2022-04-07 05:36:32,2022-04-07 06:03:18,2022-03-14 15:15:04,False,221,Ready By,Completed,13.5,7.76,1.55,149277
60644,783741,2022-04-07 09:00:00,2022-04-07 09:06:21,2022-04-07 09:45:24,2022-03-14 13:26:51,False,221,Ready By,Completed,15.6,10.09,2.02,149278
60640,805673,2022-04-07 16:30:00,2022-04-07 16:35:42,2022-04-07 17:36:40,2022-03-30 00:36:30,False,221,Ready By,Completed,13.4,7.76,1.55,149279
5900,786687,2022-04-08 02:30:00,2022-04-08 02:42:23,2022-04-08 03:11:43,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,149283
5897,805936,2022-04-07 02:30:00,2022-04-07 02:54:06,2022-04-07 04:14:53,2022-03-30 00:38:45,False,221,Ready By,Completed,17.1,10.09,2.02,149285
5886,786591,2022-04-06 16:55:00,2022-04-06 17:05:26,2022-04-06 17:40:45,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,149287
60632,783930,2022-04-06 09:00:00,2022-04-06 09:06:27,2022-04-06 09:42:30,2022-03-14 13:27:33,False,221,Ready By,Completed,15.6,10.09,2.02,149291
5875,805672,2022-04-06 16:30:00,2022-04-06 16:30:03,2022-04-06 17:29:10,2022-03-30 00:36:30,False,221,Ready By,Completed,13.4,7.76,1.55,149292
64331,784025,2022-04-06 18:00:00,2022-04-06 18:06:04,2022-04-06 18:41:31,2022-03-14 13:27:36,False,221,Ready By,Completed,15.6,10.09,2.02,149293
60610,786686,2022-04-07 02:30:00,2022-04-07 02:52:17,2022-04-07 03:22:55,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,149296
60622,809671,2022-04-05 05:50:00,2022-04-05 05:41:49,2022-04-05 07:07:40,2022-03-31 13:22:13,False,221,Ready By,Completed,15.6,10.09,2.02,149297
5859,810201,2022-04-05 10:30:00,2022-04-05 09:42:57,2022-04-05 10:29:27,2022-03-31 13:44:07,False,221,Ready By,Completed,15.6,10.09,2.02,149298
5835,786590,2022-04-05 16:55:00,2022-04-05 17:11:18,2022-04-05 17:59:31,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,149299
60602,783929,2022-04-05 09:00:00,2022-04-05 09:08:33,2022-04-05 09:41:08,2022-03-14 13:27:33,False,221,Ready By,Completed,15.6,10.09,2.02,149304
60595,805671,2022-04-05 16:30:00,2022-04-05 16:31:28,2022-04-05 17:35:47,2022-03-30 00:36:30,False,221,Ready By,Completed,13.4,7.76,1.55,149305
5831,803392,2022-04-05 19:41:00,2022-04-05 19:59:45,2022-04-05 20:59:19,2022-03-29 02:14:24,False,221,Ready By,Completed,15.7,10.09,2.02,149307
60586,783738,2022-04-04 09:00:00,2022-04-04 09:07:01,2022-04-04 09:46:56,2022-03-14 13:26:51,False,221,Ready By,Completed,15.6,10.09,2.02,149316
5822,805670,2022-04-04 16:30:00,2022-04-04 16:31:37,2022-04-04 17:30:44,2022-03-30 00:36:30,False,221,Ready By,Completed,13.4,7.76,1.55,149317
66292,784023,2022-04-04 18:00:00,2022-04-04 18:22:40,2022-04-04 18:22:46,2022-03-14 13:27:36,False,221,Ready By,Completed,15.6,10.09,2.02,149318
5812,803391,2022-04-04 19:41:00,2022-04-04 19:46:29,2022-04-04 20:50:47,2022-03-29 02:14:24,False,221,Ready By,Completed,15.7,10.09,2.02,149319
5803,810114,2022-04-05 01:00:00,2022-04-05 01:02:47,2022-04-05 01:43:04,2022-03-31 13:43:32,False,221,Ready By,Completed,15.6,10.09,2.02,149320
60581,772024,2022-03-31 12:00:00,2022-03-31 12:06:06,2022-03-31 12:27:54,2022-02-25 18:20:19,False,2,Arrive By,Completed,7.0,10.0,1.5,149325
64326,753366,2022-03-31 12:00:00,2022-03-31 10:53:24,2022-03-31 12:10:33,2022-01-31 19:09:02,False,2,Arrive By,Completed,9.2,8.25,1.49,149326
5791,775126,2022-03-31 13:45:00,2022-03-31 14:00:36,2022-03-31 14:00:46,2022-03-01 18:28:12,False,2,Arrive By,Completed,6.4,10.0,1.5,149327
60577,742054,2022-03-31 13:45:00,2022-03-31 13:00:49,2022-03-31 13:31:06,2022-01-23 13:57:22,False,2,Arrive By,Completed,4.9,6.79,1.22,149328
5788,801802,2022-03-31 13:45:00,2022-03-31 12:36:57,2022-03-31 14:07:39,2022-03-28 12:14:00,False,2,Arrive By,Completed,2.8,8.23,1.23,149329
66663,704447,2022-03-31 18:00:00,2022-03-31 17:58:44,2022-03-31 18:29:12,2022-01-02 20:16:39,True,2,Ready By,Completed,15.6,10.09,2.02,149331
5783,753408,2022-03-31 18:00:00,2022-03-31 18:10:43,2022-03-31 19:28:48,2022-01-31 19:09:04,False,2,Ready By,Completed,9.2,8.25,1.49,149333
60576,775161,2022-03-31 19:30:00,2022-03-31 21:58:11,2022-04-01 02:57:47,2022-03-01 18:28:13,False,2,Ready By,Completed,6.4,10.0,1.5,149334
64323,742100,2022-03-31 19:30:00,2022-03-31 20:01:50,2022-03-31 20:53:06,2022-01-23 13:57:24,False,2,Ready By,Completed,4.9,6.79,1.22,149335
60573,806291,2022-03-31 19:30:00,2022-03-31 19:30:19,2022-03-31 19:49:47,2022-03-30 13:57:01,False,2,Ready By,Completed,4.0,14.0,0.0,149336
5778,733048,2022-03-31 20:30:00,2022-03-31 20:37:52,2022-03-31 20:42:16,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,149418
67012,808896,2022-04-01 21:00:00,2022-04-01 21:05:01,2022-04-01 23:59:00,2022-03-30 22:08:37,False,45,Ready By,Completed,0.8,0.0,0.0,149575
66291,733134,2022-04-09 10:40:00,2022-04-09 10:43:19,2022-04-09 10:48:22,2022-01-11 19:48:17,False,45,Ready By,Completed,0.9,0.0,0.0,149615
60568,733055,2022-04-09 19:30:00,2022-04-09 20:23:20,2022-04-09 20:26:41,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,149616
65645,806049,2022-04-08 15:00:00,2022-04-08 14:57:23,2022-04-08 15:15:31,2022-03-30 11:52:27,False,45,Ready By,Completed,2.6,0.0,0.0,149622
65644,806048,2022-04-06 15:00:00,2022-04-06 14:56:25,2022-04-06 15:08:02,2022-03-30 11:52:27,False,45,Ready By,Completed,2.6,0.0,0.0,149629
60564,806061,2022-04-06 19:00:00,2022-04-06 19:03:17,2022-04-06 19:13:44,2022-03-30 11:52:28,False,45,Ready By,Completed,2.6,0.0,0.0,149631
64317,796285,2022-04-01 12:00:00,2022-04-01 11:26:17,2022-04-01 12:21:48,2022-03-18 13:12:27,True,2,Arrive By,Completed,5.9,8.25,1.49,149640
65643,703755,2022-04-01 12:00:00,2022-04-01 10:50:32,2022-04-01 12:12:36,2022-01-02 20:11:35,False,2,Arrive By,Completed,16.0,10.09,2.02,149641
65639,701580,2022-04-01 12:00:00,2022-04-01 11:26:12,2022-04-01 12:16:28,2022-01-02 16:55:39,True,2,Arrive By,Completed,6.7,6.6,1.32,149642
66659,701893,2022-04-01 12:00:00,2022-04-01 11:18:20,2022-04-01 12:14:00,2022-01-02 17:36:02,False,2,Arrive By,Completed,7.4,6.6,1.32,149643
5765,804577,2022-04-01 13:45:00,2022-04-01 13:33:44,2022-04-01 14:06:18,2022-03-29 18:00:21,False,2,Arrive By,Completed,4.7,14.0,0.0,149644
66658,772294,2022-04-01 13:45:00,2022-04-01 12:43:43,2022-04-01 13:57:52,2022-02-25 18:47:31,False,2,Arrive By,Completed,9.7,6.6,1.32,149646
65637,704862,2022-04-01 13:45:00,2022-04-01 12:48:59,2022-04-01 13:20:09,2022-01-02 20:22:20,False,2,Arrive By,Completed,4.8,5.44,1.09,149647
60559,760056,2022-04-01 18:00:00,2022-04-01 18:03:03,2022-04-01 19:21:40,2022-02-08 19:01:26,False,2,Ready By,Completed,3.2,6.79,1.22,149650
5759,796329,2022-04-01 18:00:00,2022-04-01 18:15:40,2022-04-01 18:31:19,2022-03-18 13:12:29,True,2,Ready By,Completed,5.9,8.25,1.49,149651
66654,701110,2022-04-01 18:00:00,2022-04-01 18:11:11,2022-04-01 18:38:25,2022-01-01 20:04:48,False,2,Ready By,Completed,7.1,6.6,1.32,149653
5769,804578,2022-04-01 19:30:00,2022-04-01 19:50:37,2022-04-01 20:18:26,2022-03-29 18:00:22,False,2,Ready By,Completed,4.7,14.0,0.0,149654
5756,772135,2022-04-01 19:30:00,2022-04-01 19:49:18,2022-04-01 20:28:59,2022-02-25 18:28:52,False,2,Ready By,Completed,7.8,10.0,1.5,149655
65635,704939,2022-04-01 19:30:00,2022-04-01 19:56:55,2022-04-01 20:27:47,2022-01-02 20:22:22,False,2,Ready By,Completed,4.8,5.44,1.09,149657
5751,796286,2022-04-04 12:00:00,2022-04-04 11:12:45,2022-04-04 12:12:58,2022-03-18 13:12:27,True,2,Arrive By,Completed,5.9,8.25,1.49,149889
64315,733050,2022-04-02 19:30:00,2022-04-02 19:36:08,2022-04-02 19:39:15,2022-01-11 19:46:54,False,45,Ready By,Completed,0.9,0.0,0.0,149947
64312,811585,2022-04-02 17:15:00,2022-04-02 17:27:00,2022-04-02 17:41:33,2022-04-02 15:22:36,True,37,Ready By,Completed,1.4,14.0,0.0,149992
66651,811586,2022-04-02 18:45:00,2022-04-02 18:57:01,2022-04-02 19:11:58,2022-04-02 15:22:38,True,37,Ready By,Completed,1.4,14.0,0.0,149993
60555,699639,2022-04-04 12:00:00,2022-04-04 12:00:06,2022-04-04 12:01:09,2022-01-01 19:48:30,False,2,Arrive By,Completed,1.0,5.44,1.09,150057
5745,811141,2022-04-04 12:00:00,2022-04-04 11:54:36,2022-04-04 12:21:56,2022-04-01 16:24:45,False,2,Arrive By,Completed,5.0,8.23,1.23,150058
60552,768814,2022-04-04 13:45:00,2022-04-04 13:33:19,2022-04-04 14:08:52,2022-02-21 14:49:27,True,2,Arrive By,Completed,7.0,8.25,1.49,150059
5744,701735,2022-04-04 13:45:00,2022-04-04 12:37:31,2022-04-04 13:50:44,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,150060
60551,705748,2022-04-04 13:45:00,2022-04-04 12:59:17,2022-04-04 13:23:28,2022-01-03 17:17:45,False,2,Arrive By,Completed,5.9,8.25,1.49,150062
60548,703833,2022-04-04 18:00:00,2022-04-04 18:10:38,2022-04-04 18:10:38,2022-01-02 20:11:37,False,2,Ready By,No Show,16.0,10.09,2.02,150063
66287,699717,2022-04-04 18:00:00,2022-04-04 18:02:59,2022-04-04 18:20:28,2022-01-01 19:48:32,False,2,Ready By,Completed,1.0,5.44,1.09,150064
64310,796330,2022-04-04 18:00:00,2022-04-04 18:07:44,2022-04-04 18:27:58,2022-03-18 13:12:29,True,2,Ready By,Completed,5.9,8.25,1.49,150065
66650,811167,2022-04-04 18:00:00,2022-04-04 18:28:16,2022-04-04 18:47:10,2022-04-01 16:24:47,False,2,Ready By,Completed,5.0,8.23,1.23,150066
66283,768869,2022-04-04 19:30:00,2022-04-04 19:34:24,2022-04-04 20:10:34,2022-02-21 14:49:28,True,2,Ready By,Completed,7.0,8.25,1.49,150067
65631,772384,2022-04-04 19:30:00,2022-04-04 19:27:51,2022-04-04 20:37:08,2022-02-25 18:47:33,False,2,Ready By,Completed,9.7,6.6,1.32,150068
60545,758900,2022-04-04 19:30:00,2022-04-04 20:07:49,2022-04-04 20:24:20,2022-02-08 14:44:44,False,2,Ready By,Completed,4.3,9.69,1.26,150069
5739,701812,2022-04-04 19:30:00,2022-04-04 19:32:53,2022-04-04 20:35:10,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,150070
64305,701581,2022-04-05 12:00:00,2022-04-05 11:37:49,2022-04-05 12:30:17,2022-01-02 16:55:39,True,2,Arrive By,Completed,6.7,6.6,1.32,150071
66868,758827,2022-04-05 12:00:00,2022-04-05 11:29:06,2022-04-05 12:04:26,2022-02-08 12:52:28,False,2,Arrive By,Completed,13.6,11.76,1.76,150072
60543,753367,2022-04-05 12:00:00,2022-04-05 11:17:34,2022-04-05 12:17:35,2022-01-31 19:09:02,False,2,Arrive By,Completed,9.2,8.25,1.49,150073
64301,775127,2022-04-05 13:45:00,2022-04-05 14:05:23,2022-04-05 14:28:45,2022-03-01 18:28:12,False,2,Arrive By,Completed,6.4,10.0,1.5,150074
5733,742055,2022-04-05 13:45:00,2022-04-05 13:06:15,2022-04-05 13:34:26,2022-01-23 13:57:22,False,2,Arrive By,Completed,4.9,6.79,1.22,150075
5731,811713,2022-04-05 13:45:00,2022-04-05 12:56:38,2022-04-05 14:03:38,2022-04-03 13:35:01,False,2,Arrive By,Completed,2.8,14.0,0.0,150076
5727,701658,2022-04-05 18:00:00,2022-04-05 18:22:26,2022-04-05 18:59:17,2022-01-02 16:55:42,True,2,Ready By,Completed,6.7,6.6,1.32,150077
5723,753409,2022-04-05 18:00:00,2022-04-05 18:08:11,2022-04-05 18:53:21,2022-01-31 19:09:04,False,2,Ready By,Completed,9.2,8.25,1.49,150079
60539,775162,2022-04-05 19:30:00,2022-04-05 19:38:44,2022-04-05 20:08:40,2022-03-01 18:28:13,False,2,Ready By,Completed,6.4,10.0,1.5,150080
5717,742101,2022-04-05 19:30:00,2022-04-05 19:39:14,2022-04-05 20:28:47,2022-01-23 13:57:24,False,2,Ready By,Completed,4.9,6.79,1.22,150081
65626,797214,2022-04-05 19:30:00,2022-04-05 19:41:21,2022-04-05 20:56:39,2022-03-20 13:52:01,False,2,Ready By,Completed,2.8,8.23,1.23,150082
5715,809585,2022-04-04 20:00:00,2022-04-04 20:00:05,2022-04-04 20:43:03,2022-03-31 13:21:43,False,221,Ready By,Completed,15.6,10.09,2.02,150102
5691,809670,2022-04-04 06:30:00,2022-04-04 06:43:24,2022-04-04 07:52:37,2022-03-31 13:22:13,False,221,Ready By,Completed,15.6,10.09,2.02,150103
5637,786589,2022-04-04 16:55:00,2022-04-04 17:07:53,2022-04-04 17:43:09,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,150114
66853,811556,2022-04-04 21:00:00,2022-04-04 21:06:57,2022-04-04 21:15:09,2022-04-02 12:45:22,False,45,Ready By,Completed,0.8,0.0,0.0,150178
66852,811707,2022-04-04 21:10:00,2022-04-04 21:36:42,2022-04-04 21:47:41,2022-04-03 12:50:59,False,45,Ready By,Completed,1.6,0.0,0.0,150179
66230,811705,2022-04-07 13:45:00,2022-04-07 13:44:17,2022-04-07 13:54:25,2022-04-03 12:49:06,False,45,Ready By,Completed,1.6,0.0,0.0,150194
66851,811704,2022-04-06 13:45:00,2022-04-06 13:56:17,2022-04-06 14:09:36,2022-04-03 12:49:06,False,45,Ready By,Completed,1.6,0.0,0.0,150201
66986,720962,2022-04-16 16:15:00,2022-04-16 16:26:26,2022-04-16 16:37:49,2022-01-08 16:44:25,False,37,Ready By,Completed,2.5,6.79,1.22,150252
66850,733060,2022-04-16 19:30:00,2022-04-16 19:55:55,2022-04-16 19:55:55,2022-01-11 19:46:54,False,45,Ready By,No Show,0.9,0.0,0.0,150256
56866,806052,2022-04-15 15:00:00,2022-04-15 15:01:28,2022-04-15 15:11:38,2022-03-30 11:52:27,False,45,Ready By,Completed,2.6,0.0,0.0,150259
63890,809586,2022-04-05 20:00:00,2022-04-05 19:55:54,2022-04-05 20:33:41,2022-03-31 13:21:43,False,221,Ready By,Completed,15.6,10.09,2.02,150391
66618,812013,2022-04-05 14:30:00,2022-04-05 14:31:57,2022-04-05 14:44:05,2022-04-04 14:51:55,False,37,Ready By,Completed,1.9,12.3,0.98,150398
56851,810115,2022-04-06 01:00:00,2022-04-06 01:05:36,2022-04-06 01:46:20,2022-03-31 13:43:32,False,221,Ready By,Completed,15.6,10.09,2.02,150418
56730,786684,2022-04-05 01:43:00,2022-04-05 01:51:50,2022-04-05 02:17:40,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,150493
56668,788217,2022-04-05 01:30:00,2022-04-05 01:45:46,2022-04-05 02:12:33,2022-03-14 14:24:03,False,221,Ready By,Completed,13.3,7.76,1.55,150495
65503,813844,2022-04-05 12:10:00,2022-04-05 12:21:53,2022-04-05 12:34:31,2022-04-05 12:00:55,False,96,Ready By,Completed,4.7,14.0,0.0,150597
65502,813845,2022-04-05 18:00:00,2022-04-05 18:12:32,2022-04-05 18:25:55,2022-04-05 12:00:56,False,96,Ready By,Completed,4.7,14.0,0.0,150598
56539,809672,2022-04-06 05:50:00,2022-04-06 05:56:53,2022-04-06 07:16:39,2022-03-31 13:22:13,False,221,Ready By,Completed,15.6,10.09,2.02,150618
56495,810202,2022-04-06 10:30:00,2022-04-06 09:45:31,2022-04-06 10:33:48,2022-03-31 13:44:07,False,221,Ready By,Completed,15.6,10.09,2.02,150622
56478,796287,2022-04-06 12:00:00,2022-04-06 11:30:31,2022-04-06 12:01:38,2022-03-18 13:12:27,True,2,Arrive By,Completed,5.9,8.25,1.49,150681
56474,811142,2022-04-06 12:00:00,2022-04-06 11:41:14,2022-04-06 12:10:01,2022-04-01 16:24:45,False,2,Arrive By,Completed,5.0,8.23,1.23,150682
56471,772297,2022-04-06 13:45:00,2022-04-06 13:19:34,2022-04-06 14:06:15,2022-02-25 18:47:31,False,2,Arrive By,Completed,9.7,6.6,1.32,150684
56464,778347,2022-04-06 13:45:00,2022-04-06 12:44:36,2022-04-06 14:10:41,2022-03-07 16:15:16,False,2,Arrive By,Completed,7.8,8.25,1.49,150686
56458,778076,2022-04-06 13:45:00,2022-04-06 13:35:27,2022-04-06 14:02:46,2022-03-06 15:50:13,False,2,Arrive By,Completed,6.4,11.76,1.53,150687
56455,701736,2022-04-06 13:45:00,2022-04-06 12:37:07,2022-04-06 17:06:02,2022-01-02 17:00:27,True,2,Arrive By,Completed,11.6,7.76,1.55,150689
56450,701813,2022-04-06 19:30:00,2022-04-06 19:33:34,2022-04-06 20:41:51,2022-01-02 17:00:29,True,2,Ready By,Completed,11.6,7.76,1.55,150704
63884,760058,2022-04-06 18:00:00,2022-04-06 18:02:07,2022-04-06 18:30:03,2022-02-08 19:01:26,False,2,Ready By,Completed,3.2,6.79,1.22,150705
56448,796331,2022-04-06 18:00:00,2022-04-06 18:14:39,2022-04-06 18:30:25,2022-03-18 13:12:29,True,2,Ready By,Completed,5.9,8.25,1.49,150707
63879,701371,2022-04-06 18:00:00,2022-04-06 18:06:46,2022-04-06 18:45:32,2022-01-01 20:04:53,False,2,Ready By,Completed,7.1,6.6,1.32,150708
56445,772136,2022-04-06 19:30:00,2022-04-06 19:52:31,2022-04-06 21:01:50,2022-02-25 18:28:52,False,2,Ready By,Completed,7.8,10.0,1.5,150709
56440,778093,2022-04-06 19:30:00,2022-04-06 19:38:22,2022-04-06 20:04:59,2022-03-06 15:50:15,False,2,Ready By,Completed,6.4,11.76,1.53,150710
56438,772386,2022-04-06 19:30:00,2022-04-06 19:37:38,2022-04-06 20:13:03,2022-02-25 18:47:33,False,2,Ready By,Completed,9.7,6.6,1.32,150711
63875,753368,2022-04-07 12:00:00,2022-04-07 10:52:41,2022-04-07 12:31:29,2022-01-31 19:09:02,False,2,Arrive By,Completed,9.2,8.25,1.49,150720
56430,801804,2022-04-07 13:45:00,2022-04-07 13:49:25,2022-04-07 14:54:27,2022-03-28 12:14:00,False,2,Arrive By,Completed,2.8,8.23,1.23,150724
66229,704450,2022-04-07 18:00:00,2022-04-07 18:07:53,2022-04-07 18:44:00,2022-01-02 20:16:39,True,2,Ready By,Completed,15.6,10.09,2.02,150734
63871,797215,2022-04-07 19:30:00,2022-04-07 20:01:29,2022-04-07 21:45:38,2022-03-20 13:52:01,False,2,Ready By,Completed,2.8,8.23,1.23,150736
66848,775163,2022-04-07 19:30:00,2022-04-07 19:44:52,2022-04-07 20:05:29,2022-03-01 18:28:13,False,2,Ready By,Completed,6.4,10.0,1.5,150738
56412,805935,2022-04-06 01:44:00,2022-04-06 01:46:48,2022-04-06 03:03:23,2022-03-30 00:38:45,False,221,Ready By,Completed,17.1,10.09,2.02,150769
56295,786685,2022-04-06 01:30:00,2022-04-06 01:45:41,2022-04-06 02:15:59,2022-03-14 13:58:28,False,221,Ready By,Completed,15.1,7.76,1.55,150770
56266,810116,2022-04-07 01:00:00,2022-04-07 01:03:33,2022-04-07 01:39:56,2022-03-31 13:43:32,False,221,Ready By,Completed,15.6,10.09,2.02,150853
56118,815271,2022-04-06 20:00:00,2022-04-06 19:54:28,2022-04-06 20:42:30,2022-04-06 14:48:00,False,221,Ready By,Completed,15.6,10.09,2.02,150855
56043,810208,2022-04-14 10:30:00,2022-04-14 10:39:11,2022-04-14 11:26:44,2022-03-31 13:44:07,False,221,Ready By,Completed,15.6,10.09,2.02,150871
63863,786597,2022-04-14 16:55:00,2022-04-14 17:05:31,2022-04-14 17:39:42,2022-03-14 13:58:25,False,221,Ready By,Completed,15.1,7.76,1.55,150872
